
[MeshData]

UVêî : 3810

UVî‘çÜ0 : { 0.559194, 0.726362 }
UVî‘çÜ131 : { 0.338677, 0.726362 }
UVî‘çÜ132 : { 0.338677, 0.726362 }
UVî‘çÜ133 : { 0.390563, 0.726362 }
UVî‘çÜ134 : { 0.390563, 0.726362 }
UVî‘çÜ135 : { 0.390563, 0.726362 }
UVî‘çÜ136 : { 0.338677, 0.726362 }
UVî‘çÜ137 : { 0.338677, 0.726362 }
UVî‘çÜ138 : { 0.338677, 0.726362 }
UVî‘çÜ139 : { 0.390563, 0.726362 }
UVî‘çÜ140 : { 0.390563, 0.726362 }
UVî‘çÜ141 : { 0.390563, 0.726362 }
UVî‘çÜ142 : { 0.338677, 0.726362 }
UVî‘çÜ143 : { 0.338677, 0.726362 }
UVî‘çÜ144 : { 0.700927, 0.726362 }
UVî‘çÜ145 : { 0.700927, 0.726362 }
UVî‘çÜ146 : { 0.65833, 0.726362 }
UVî‘çÜ147 : { 0.700927, 0.726362 }
UVî‘çÜ148 : { 0.65833, 0.726362 }
UVî‘çÜ149 : { 0.65833, 0.726362 }
UVî‘çÜ150 : { 0.700927, 0.726362 }
UVî‘çÜ151 : { 0.700927, 0.726362 }
UVî‘çÜ152 : { 0.65833, 0.726362 }
UVî‘çÜ153 : { 0.700927, 0.726362 }
UVî‘çÜ154 : { 0.65833, 0.726362 }
UVî‘çÜ155 : { 0.65833, 0.726362 }
UVî‘çÜ156 : { 0.65833, 0.726362 }
UVî‘çÜ157 : { 0.700927, 0.726362 }
UVî‘çÜ158 : { 0.700927, 0.726362 }
UVî‘çÜ159 : { 0.65833, 0.726362 }
UVî‘çÜ160 : { 0.700927, 0.726362 }
UVî‘çÜ161 : { 0.65833, 0.726362 }
UVî‘çÜ162 : { 0.65833, 0.726362 }
UVî‘çÜ163 : { 0.700927, 0.726362 }
UVî‘çÜ164 : { 0.700927, 0.726362 }
UVî‘çÜ165 : { 0.65833, 0.726362 }
UVî‘çÜ166 : { 0.700927, 0.726362 }
UVî‘çÜ167 : { 0.65833, 0.726362 }
UVî‘çÜ168 : { 0.284214, 0.726362 }
UVî‘çÜ169 : { 0.338676, 0.726362 }
UVî‘çÜ170 : { 0.284214, 0.726362 }
UVî‘çÜ171 : { 0.338676, 0.726362 }
UVî‘çÜ172 : { 0.284214, 0.726362 }
UVî‘çÜ173 : { 0.338676, 0.726362 }
UVî‘çÜ174 : { 0.284214, 0.726362 }
UVî‘çÜ175 : { 0.338676, 0.726362 }
UVî‘çÜ176 : { 0.284214, 0.726362 }
UVî‘çÜ177 : { 0.338676, 0.726362 }
UVî‘çÜ178 : { 0.284214, 0.726362 }
UVî‘çÜ179 : { 0.338677, 0.726362 }
UVî‘çÜ180 : { 0.284214, 0.726362 }
UVî‘çÜ181 : { 0.338677, 0.726362 }
UVî‘çÜ182 : { 0.338677, 0.726362 }
UVî‘çÜ183 : { 0.338677, 0.726362 }
UVî‘çÜ184 : { 0.284214, 0.726362 }
UVî‘çÜ185 : { 0.284214, 0.726362 }
UVî‘çÜ186 : { 0.284214, 0.726362 }
UVî‘çÜ187 : { 0.338677, 0.726362 }
UVî‘çÜ188 : { 0.338677, 0.726362 }
UVî‘çÜ189 : { 0.338677, 0.726362 }
UVî‘çÜ190 : { 0.284214, 0.726362 }
UVî‘çÜ191 : { 0.284214, 0.726362 }
UVî‘çÜ192 : { 0.745615, 0.726362 }
UVî‘çÜ193 : { 0.745615, 0.726362 }
UVî‘çÜ194 : { 0.700927, 0.726362 }
UVî‘çÜ195 : { 0.745615, 0.726362 }
UVî‘çÜ196 : { 0.700927, 0.726362 }
UVî‘çÜ197 : { 0.700927, 0.726362 }
UVî‘çÜ198 : { 0.745615, 0.726362 }
UVî‘çÜ199 : { 0.700927, 0.726362 }
UVî‘çÜ200 : { 0.745615, 0.726362 }
UVî‘çÜ201 : { 0.700927, 0.726362 }
UVî‘çÜ202 : { 0.745615, 0.726362 }
UVî‘çÜ203 : { 0.700927, 0.726362 }
UVî‘çÜ204 : { 0.745615, 0.726362 }
UVî‘çÜ205 : { 0.700927, 0.726362 }
UVî‘çÜ206 : { 0.745615, 0.726362 }
UVî‘çÜ207 : { 0.700927, 0.726362 }
UVî‘çÜ208 : { 0.745615, 0.726362 }
UVî‘çÜ209 : { 0.700927, 0.726362 }
UVî‘çÜ210 : { 0.745615, 0.726362 }
UVî‘çÜ211 : { 0.700927, 0.726362 }
UVî‘çÜ212 : { 0.745615, 0.726362 }
UVî‘çÜ213 : { 0.700927, 0.726362 }
UVî‘çÜ214 : { 0.745615, 0.726362 }
UVî‘çÜ215 : { 0.700927, 0.726362 }
UVî‘çÜ216 : { 0.221886, 0.726362 }
UVî‘çÜ217 : { 0.284214, 0.726362 }
UVî‘çÜ218 : { 0.284214, 0.726362 }
UVî‘çÜ219 : { 0.284214, 0.726362 }
UVî‘çÜ220 : { 0.221886, 0.726362 }
UVî‘çÜ221 : { 0.221886, 0.726362 }
UVî‘çÜ222 : { 0.221886, 0.726362 }
UVî‘çÜ223 : { 0.284214, 0.726362 }
UVî‘çÜ224 : { 0.284214, 0.726362 }
UVî‘çÜ225 : { 0.284214, 0.726362 }
UVî‘çÜ226 : { 0.221886, 0.726362 }
UVî‘çÜ227 : { 0.221886, 0.726362 }
UVî‘çÜ228 : { 0.221886, 0.726362 }
UVî‘çÜ229 : { 0.284214, 0.726362 }
UVî‘çÜ230 : { 0.284214, 0.726362 }
UVî‘çÜ231 : { 0.284214, 0.726362 }
UVî‘çÜ232 : { 0.221886, 0.726362 }
UVî‘çÜ233 : { 0.221886, 0.726362 }
UVî‘çÜ234 : { 0.221886, 0.726362 }
UVî‘çÜ235 : { 0.284214, 0.726362 }
UVî‘çÜ236 : { 0.284214, 0.726362 }
UVî‘çÜ237 : { 0.284214, 0.726362 }
UVî‘çÜ238 : { 0.221886, 0.726362 }
UVî‘çÜ239 : { 0.221886, 0.726362 }
UVî‘çÜ240 : { 0.745615, 0.726362 }
UVî‘çÜ241 : { 0.787896, 0.726362 }
UVî‘çÜ242 : { 0.745615, 0.726362 }
UVî‘çÜ243 : { 0.787896, 0.726362 }
UVî‘çÜ244 : { 0.787896, 0.726362 }
UVî‘çÜ245 : { 0.745615, 0.726362 }
UVî‘çÜ246 : { 0.745615, 0.726362 }
UVî‘çÜ247 : { 0.787896, 0.726362 }
UVî‘çÜ248 : { 0.745615, 0.726362 }
UVî‘çÜ249 : { 0.787896, 0.726362 }
UVî‘çÜ250 : { 0.745615, 0.726362 }
UVî‘çÜ251 : { 0.787896, 0.726362 }
UVî‘çÜ252 : { 0.745615, 0.726362 }
UVî‘çÜ253 : { 0.787896, 0.726362 }
UVî‘çÜ254 : { 0.745615, 0.726362 }
UVî‘çÜ255 : { 0.787896, 0.726362 }
UVî‘çÜ256 : { 0.745615, 0.726362 }
UVî‘çÜ257 : { 0.787896, 0.726362 }
UVî‘çÜ258 : { 0.745615, 0.726362 }
UVî‘çÜ259 : { 0.787896, 0.726362 }
UVî‘çÜ260 : { 0.745615, 0.726362 }
UVî‘çÜ261 : { 0.787896, 0.726362 }
UVî‘çÜ262 : { 0.745615, 0.726362 }
UVî‘çÜ263 : { 0.787896, 0.726362 }
UVî‘çÜ264 : { 0.159262, 0.726362 }
UVî‘çÜ265 : { 0.221886, 0.726362 }
UVî‘çÜ266 : { 0.159262, 0.726362 }
UVî‘çÜ267 : { 0.221886, 0.726362 }
UVî‘çÜ268 : { 0.159262, 0.726362 }
UVî‘çÜ269 : { 0.221886, 0.726362 }
UVî‘çÜ270 : { 0.159262, 0.726362 }
UVî‘çÜ271 : { 0.221886, 0.726362 }
UVî‘çÜ272 : { 0.159262, 0.726362 }
UVî‘çÜ273 : { 0.221886, 0.726362 }
UVî‘çÜ274 : { 0.159262, 0.726362 }
UVî‘çÜ275 : { 0.221886, 0.726362 }
UVî‘çÜ276 : { 0.159262, 0.726362 }
UVî‘çÜ277 : { 0.221886, 0.726362 }
UVî‘çÜ278 : { 0.221886, 0.726362 }
UVî‘çÜ279 : { 0.221886, 0.726362 }
UVî‘çÜ280 : { 0.159262, 0.726362 }
UVî‘çÜ281 : { 0.159262, 0.726362 }
UVî‘çÜ282 : { 0.159262, 0.726362 }
UVî‘çÜ283 : { 0.221886, 0.726362 }
UVî‘çÜ284 : { 0.221886, 0.726362 }
UVî‘çÜ285 : { 0.221886, 0.726362 }
UVî‘çÜ286 : { 0.159262, 0.726362 }
UVî‘çÜ287 : { 0.159262, 0.726362 }
UVî‘çÜ288 : { 0.787896, 0.726362 }
UVî‘çÜ289 : { 0.83244, 0.726362 }
UVî‘çÜ290 : { 0.787896, 0.726362 }
UVî‘çÜ291 : { 0.83244, 0.726362 }
UVî‘çÜ292 : { 0.787896, 0.726362 }
UVî‘çÜ293 : { 0.83244, 0.726362 }
UVî‘çÜ294 : { 0.787896, 0.726362 }
UVî‘çÜ295 : { 0.83244, 0.726362 }
UVî‘çÜ296 : { 0.787896, 0.726362 }
UVî‘çÜ297 : { 0.83244, 0.726362 }
UVî‘çÜ298 : { 0.787896, 0.726362 }
UVî‘çÜ299 : { 0.83244, 0.726362 }
UVî‘çÜ300 : { 0.787896, 0.726362 }
UVî‘çÜ301 : { 0.83244, 0.726362 }
UVî‘çÜ302 : { 0.787896, 0.726362 }
UVî‘çÜ303 : { 0.83244, 0.726362 }
UVî‘çÜ304 : { 0.787896, 0.726362 }
UVî‘çÜ305 : { 0.83244, 0.726362 }
UVî‘çÜ306 : { 0.787896, 0.726362 }
UVî‘çÜ307 : { 0.83244, 0.726362 }
UVî‘çÜ308 : { 0.787896, 0.726362 }
UVî‘çÜ309 : { 0.83244, 0.726362 }
UVî‘çÜ310 : { 0.787896, 0.726362 }
UVî‘çÜ311 : { 0.83244, 0.726362 }
UVî‘çÜ312 : { 0.116724, 0.726362 }
UVî‘çÜ313 : { 0.159262, 0.726362 }
UVî‘çÜ314 : { 0.116724, 0.726362 }
UVî‘çÜ315 : { 0.159262, 0.726362 }
UVî‘çÜ316 : { 0.116724, 0.726362 }
UVî‘çÜ317 : { 0.159262, 0.726362 }
UVî‘çÜ318 : { 0.116724, 0.726362 }
UVî‘çÜ319 : { 0.159262, 0.726362 }
UVî‘çÜ320 : { 0.116724, 0.726362 }
UVî‘çÜ321 : { 0.159262, 0.726362 }
UVî‘çÜ322 : { 0.116724, 0.726362 }
UVî‘çÜ323 : { 0.159262, 0.726362 }
UVî‘çÜ324 : { 0.116724, 0.726362 }
UVî‘çÜ325 : { 0.159262, 0.726362 }
UVî‘çÜ326 : { 0.116724, 0.726362 }
UVî‘çÜ327 : { 0.159262, 0.726362 }
UVî‘çÜ328 : { 0.116724, 0.726362 }
UVî‘çÜ329 : { 0.159262, 0.726362 }
UVî‘çÜ330 : { 0.116724, 0.726362 }
UVî‘çÜ331 : { 0.159262, 0.726362 }
UVî‘çÜ332 : { 0.159262, 0.726362 }
UVî‘çÜ333 : { 0.159262, 0.726362 }
UVî‘çÜ334 : { 0.116724, 0.726362 }
UVî‘çÜ335 : { 0.116724, 0.726362 }
UVî‘çÜ336 : { 0.83244, 0.726362 }
UVî‘çÜ337 : { 0.877554, 0.726362 }
UVî‘çÜ338 : { 0.83244, 0.726362 }
UVî‘çÜ339 : { 0.877554, 0.726362 }
UVî‘çÜ340 : { 0.83244, 0.726362 }
UVî‘çÜ341 : { 0.877554, 0.726362 }
UVî‘çÜ342 : { 0.83244, 0.726362 }
UVî‘çÜ343 : { 0.877554, 0.726362 }
UVî‘çÜ344 : { 0.83244, 0.726362 }
UVî‘çÜ345 : { 0.877554, 0.726362 }
UVî‘çÜ346 : { 0.83244, 0.726362 }
UVî‘çÜ347 : { 0.877554, 0.726362 }
UVî‘çÜ348 : { 0.83244, 0.726362 }
UVî‘çÜ349 : { 0.877554, 0.726362 }
UVî‘çÜ350 : { 0.83244, 0.726362 }
UVî‘çÜ351 : { 0.877554, 0.726362 }
UVî‘çÜ352 : { 0.83244, 0.726362 }
UVî‘çÜ353 : { 0.877554, 0.726362 }
UVî‘çÜ354 : { 0.83244, 0.726362 }
UVî‘çÜ355 : { 0.877554, 0.726362 }
UVî‘çÜ356 : { 0.83244, 0.726362 }
UVî‘çÜ357 : { 0.877554, 0.726362 }
UVî‘çÜ358 : { 0.83244, 0.726362 }
UVî‘çÜ359 : { 0.877554, 0.726362 }
UVî‘çÜ360 : { 0.116724, 0.726362 }
UVî‘çÜ361 : { 0.0738562, 0.726362 }
UVî‘çÜ362 : { 0.0738562, 0.726362 }
UVî‘çÜ363 : { 0.0738562, 0.726362 }
UVî‘çÜ364 : { 0.116724, 0.726362 }
UVî‘çÜ365 : { 0.116724, 0.726362 }
UVî‘çÜ366 : { 0.116724, 0.726362 }
UVî‘çÜ367 : { 0.0738562, 0.726362 }
UVî‘çÜ368 : { 0.0738562, 0.726362 }
UVî‘çÜ369 : { 0.0738562, 0.726362 }
UVî‘çÜ370 : { 0.116724, 0.726362 }
UVî‘çÜ371 : { 0.116724, 0.726362 }
UVî‘çÜ372 : { 0.116724, 0.726362 }
UVî‘çÜ373 : { 0.0738562, 0.726362 }
UVî‘çÜ374 : { 0.0738562, 0.726362 }
UVî‘çÜ375 : { 0.0738562, 0.726362 }
UVî‘çÜ376 : { 0.116724, 0.726362 }
UVî‘çÜ377 : { 0.116724, 0.726362 }
UVî‘çÜ378 : { 0.116724, 0.726362 }
UVî‘çÜ379 : { 0.0738562, 0.726362 }
UVî‘çÜ380 : { 0.0738562, 0.726362 }
UVî‘çÜ381 : { 0.0738562, 0.726362 }
UVî‘çÜ382 : { 0.116724, 0.726362 }
UVî‘çÜ383 : { 0.116724, 0.726362 }
UVî‘çÜ384 : { 0.877554, 0.726362 }
UVî‘çÜ385 : { 0.891572, 0.726362 }
UVî‘çÜ386 : { 0.877554, 0.726362 }
UVî‘çÜ387 : { 0.891572, 0.726362 }
UVî‘çÜ388 : { 0.877554, 0.726362 }
UVî‘çÜ389 : { 0.891572, 0.726362 }
UVî‘çÜ390 : { 0.877554, 0.726362 }
UVî‘çÜ391 : { 0.891572, 0.726362 }
UVî‘çÜ392 : { 0.877554, 0.726362 }
UVî‘çÜ393 : { 0.891572, 0.726362 }
UVî‘çÜ394 : { 0.877554, 0.726362 }
UVî‘çÜ395 : { 0.891572, 0.726362 }
UVî‘çÜ396 : { 0.877554, 0.726362 }
UVî‘çÜ397 : { 0.877554, 0.726362 }
UVî‘çÜ398 : { 0.891572, 0.726362 }
UVî‘çÜ399 : { 0.891572, 0.726362 }
UVî‘çÜ400 : { 0.877554, 0.726362 }
UVî‘çÜ401 : { 0.891572, 0.726362 }
UVî‘çÜ402 : { 0.877554, 0.726362 }
UVî‘çÜ403 : { 0.877554, 0.726362 }
UVî‘çÜ404 : { 0.891572, 0.726362 }
UVî‘çÜ405 : { 0.891572, 0.726362 }
UVî‘çÜ406 : { 0.877554, 0.726362 }
UVî‘çÜ407 : { 0.891572, 0.726362 }
UVî‘çÜ408 : { 0.0738562, 0.726362 }
UVî‘çÜ409 : { 0.00881158, 0.726362 }
UVî‘çÜ410 : { 0.00881158, 0.726362 }
UVî‘çÜ411 : { 0.00881158, 0.726362 }
UVî‘çÜ412 : { 0.0738562, 0.726362 }
UVî‘çÜ413 : { 0.0738562, 0.726362 }
UVî‘çÜ414 : { 0.0738562, 0.726362 }
UVî‘çÜ415 : { 0.00881158, 0.726362 }
UVî‘çÜ416 : { 0.0738562, 0.726362 }
UVî‘çÜ417 : { 0.00881158, 0.726362 }
UVî‘çÜ418 : { 0.0738562, 0.726362 }
UVî‘çÜ419 : { 0.00881158, 0.726362 }
UVî‘çÜ420 : { 0.0738562, 0.726362 }
UVî‘çÜ421 : { 0.00881158, 0.726362 }
UVî‘çÜ422 : { 0.0738562, 0.726362 }
UVî‘çÜ423 : { 0.00881158, 0.726362 }
UVî‘çÜ424 : { 0.0738562, 0.726362 }
UVî‘çÜ425 : { 0.00881158, 0.726362 }
UVî‘çÜ426 : { 0.0738562, 0.726362 }
UVî‘çÜ427 : { 0.00881158, 0.726362 }
UVî‘çÜ428 : { 0.00881158, 0.726362 }
UVî‘çÜ429 : { 0.00881158, 0.726362 }
UVî‘çÜ430 : { 0.0738562, 0.726362 }
UVî‘çÜ431 : { 0.0738562, 0.726362 }
UVî‘çÜ432 : { 0.891572, 0.726362 }
UVî‘çÜ433 : { 0.891572, 0.726362 }
UVî‘çÜ434 : { 0.916206, 0.726362 }
UVî‘çÜ435 : { 0.916206, 0.726362 }
UVî‘çÜ436 : { 0.891572, 0.726362 }
UVî‘çÜ437 : { 0.916206, 0.726362 }
UVî‘çÜ438 : { 0.891572, 0.726362 }
UVî‘çÜ439 : { 0.891572, 0.726362 }
UVî‘çÜ440 : { 0.916206, 0.726362 }
UVî‘çÜ441 : { 0.916206, 0.726362 }
UVî‘çÜ442 : { 0.891572, 0.726362 }
UVî‘çÜ443 : { 0.916206, 0.726362 }
UVî‘çÜ444 : { 0.891572, 0.726362 }
UVî‘çÜ445 : { 0.891572, 0.726362 }
UVî‘çÜ446 : { 0.916206, 0.726362 }
UVî‘çÜ447 : { 0.916206, 0.726362 }
UVî‘çÜ448 : { 0.891572, 0.726362 }
UVî‘çÜ449 : { 0.916206, 0.726362 }
UVî‘çÜ450 : { 0.891572, 0.726362 }
UVî‘çÜ451 : { 0.891572, 0.726362 }
UVî‘çÜ452 : { 0.916206, 0.726362 }
UVî‘çÜ453 : { 0.916206, 0.726362 }
UVî‘çÜ454 : { 0.891572, 0.726362 }
UVî‘çÜ455 : { 0.916206, 0.726362 }
UVî‘çÜ456 : { 0.0738562, 0.726362 }
UVî‘çÜ457 : { 0.00881158, 0.726362 }
UVî‘çÜ458 : { 0.00881158, 0.726362 }
UVî‘çÜ459 : { 0.0738562, 0.726362 }
UVî‘çÜ460 : { 0.00881158, 0.726362 }
UVî‘çÜ461 : { 0.0738562, 0.726362 }
UVî‘çÜ462 : { 0.00881158, 0.726362 }
UVî‘çÜ463 : { 0.0738562, 0.726362 }
UVî‘çÜ464 : { 0.0738562, 0.726362 }
UVî‘çÜ465 : { 0.0738562, 0.726362 }
UVî‘çÜ466 : { 0.00881158, 0.726362 }
UVî‘çÜ467 : { 0.00881158, 0.726362 }
UVî‘çÜ468 : { 0.00881158, 0.726362 }
UVî‘çÜ469 : { 0.00881158, 0.726362 }
UVî‘çÜ470 : { 0.0738562, 0.726362 }
UVî‘çÜ471 : { 0.00881158, 0.726362 }
UVî‘çÜ472 : { 0.0738562, 0.726362 }
UVî‘çÜ473 : { 0.0738562, 0.726362 }
UVî‘çÜ474 : { 0.00881158, 0.726362 }
UVî‘çÜ475 : { 0.00881158, 0.726362 }
UVî‘çÜ476 : { 0.0738562, 0.726362 }
UVî‘çÜ477 : { 0.00881158, 0.726362 }
UVî‘çÜ478 : { 0.0738562, 0.726362 }
UVî‘çÜ479 : { 0.0738562, 0.726362 }
UVî‘çÜ480 : { 0.916206, 0.726362 }
UVî‘çÜ481 : { 0.923128, 0.726362 }
UVî‘çÜ482 : { 0.916206, 0.726362 }
UVî‘çÜ483 : { 0.923128, 0.726362 }
UVî‘çÜ484 : { 0.916206, 0.726362 }
UVî‘çÜ485 : { 0.923128, 0.726362 }
UVî‘çÜ486 : { 0.916206, 0.726362 }
UVî‘çÜ487 : { 0.923128, 0.726362 }
UVî‘çÜ488 : { 0.923128, 0.726362 }
UVî‘çÜ489 : { 0.923128, 0.726362 }
UVî‘çÜ490 : { 0.916206, 0.726362 }
UVî‘çÜ491 : { 0.916206, 0.726362 }
UVî‘çÜ492 : { 0.916206, 0.726362 }
UVî‘çÜ493 : { 0.916206, 0.726362 }
UVî‘çÜ494 : { 0.923128, 0.726362 }
UVî‘çÜ495 : { 0.923128, 0.726362 }
UVî‘çÜ496 : { 0.916206, 0.726362 }
UVî‘çÜ497 : { 0.923128, 0.726362 }
UVî‘çÜ498 : { 0.916206, 0.726362 }
UVî‘çÜ499 : { 0.916206, 0.726362 }
UVî‘çÜ500 : { 0.923128, 0.726362 }
UVî‘çÜ501 : { 0.923128, 0.726362 }
UVî‘çÜ502 : { 0.916206, 0.726362 }
UVî‘çÜ503 : { 0.923128, 0.726362 }
UVî‘çÜ504 : { 0.0738562, 0.726362 }
UVî‘çÜ505 : { 0.0738562, 0.726362 }
UVî‘çÜ506 : { 0.116724, 0.726362 }
UVî‘çÜ507 : { 0.0738562, 0.726362 }
UVî‘çÜ508 : { 0.116724, 0.726362 }
UVî‘çÜ509 : { 0.116724, 0.726362 }
UVî‘çÜ510 : { 0.0738562, 0.726362 }
UVî‘çÜ511 : { 0.0738562, 0.726362 }
UVî‘çÜ512 : { 0.116724, 0.726362 }
