ボーンの重み頂点番号88 : { 2, 0.637034 } { 4, 0.00013813 } { 5, 0.362828 } { 0, 0 } 
ボーンの重み頂点番号89 : { 2, 0.575981 } { 5, 0.424018 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号90 : { 2, 0.552903 } { 5, 0.447097 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号91 : { 2, 0.682167 } { 4, 0.00069308 } { 5, 0.31714 } { 0, 0 } 
ボーンの重み頂点番号92 : { 2, 0.575981 } { 5, 0.424018 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号93 : { 1, 0.62697 } { 2, 0.275616 } { 3, 0.0974143 } { 0, 0 } 
ボーンの重み頂点番号94 : { 1, 0.629716 } { 2, 0.272958 } { 3, 0.0973256 } { 0, 0 } 
ボーンの重み頂点番号95 : { 1, 0.607125 } { 2, 0.318512 } { 3, 0.0743634 } { 0, 0 } 
ボーンの重み頂点番号96 : { 1, 0.619256 } { 2, 0.3056 } { 3, 0.075144 } { 0, 0 } 
ボーンの重み頂点番号97 : { 1, 0.62697 } { 2, 0.275616 } { 3, 0.0974143 } { 0, 0 } 
ボーンの重み頂点番号98 : { 1, 0.607125 } { 2, 0.318512 } { 3, 0.0743634 } { 0, 0 } 
ボーンの重み頂点番号99 : { 1, 0.603807 } { 2, 0.255417 } { 3, 0.140777 } { 0, 0 } 
ボーンの重み頂点番号100 : { 1, 0.622617 } { 2, 0.280713 } { 3, 0.0966702 } { 0, 0 } 
ボーンの重み頂点番号101 : { 1, 0.629716 } { 2, 0.272958 } { 3, 0.0973256 } { 0, 0 } 
ボーンの重み頂点番号102 : { 1, 0.622617 } { 2, 0.280713 } { 3, 0.0966702 } { 0, 0 } 
ボーンの重み頂点番号103 : { 1, 0.623789 } { 2, 0.279095 } { 3, 0.0971168 } { 0, 0 } 
ボーンの重み頂点番号104 : { 1, 0.606947 } { 2, 0.318763 } { 3, 0.07429 } { 0, 0 } 
ボーンの重み頂点番号105 : { 1, 0.602939 } { 2, 0.323223 } { 3, 0.073838 } { 0, 0 } 
ボーンの重み頂点番号106 : { 1, 0.622617 } { 2, 0.280713 } { 3, 0.0966702 } { 0, 0 } 
ボーンの重み頂点番号107 : { 1, 0.606947 } { 2, 0.318763 } { 3, 0.07429 } { 0, 0 } 
ボーンの重み頂点番号108 : { 1, 0.316571 } { 2, 0.683429 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号109 : { 1, 0.330626 } { 2, 0.669374 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号110 : { 1, 0.23027 } { 2, 0.76973 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号111 : { 1, 0.144828 } { 2, 0.855172 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号112 : { 1, 0.316571 } { 2, 0.683429 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号113 : { 1, 0.23027 } { 2, 0.76973 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号114 : { 1, 0.353355 } { 2, 0.646645 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号115 : { 1, 0.330626 } { 2, 0.669374 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号116 : { 1, 0.425493 } { 2, 0.523543 } { 3, 0.0509637 } { 0, 0 } 
ボーンの重み頂点番号117 : { 1, 0.467025 } { 2, 0.48198 } { 3, 0.0509948 } { 0, 0 } 
ボーンの重み頂点番号118 : { 1, 0.353355 } { 2, 0.646645 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号119 : { 1, 0.425493 } { 2, 0.523543 } { 3, 0.0509637 } { 0, 0 } 
ボーンの重み頂点番号120 : { 1, 0.353355 } { 2, 0.646645 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号121 : { 1, 0.357976 } { 2, 0.642024 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号122 : { 1, 0.281396 } { 2, 0.718604 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号123 : { 1, 0.20141 } { 2, 0.79859 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号124 : { 1, 0.353355 } { 2, 0.646645 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号125 : { 1, 0.281396 } { 2, 0.718604 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号126 : { 2, 0.556849 } { 3, 0.443151 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号127 : { 2, 0.532449 } { 3, 0.467551 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号128 : { 2, 0.572195 } { 3, 0.427805 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号129 : { 2, 0.428437 } { 4, 0.571563 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号130 : { 2, 0.422396 } { 4, 0.577604 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号131 : { 2, 0.463454 } { 4, 0.536546 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号132 : { 2, 0.472053 } { 4, 0.527947 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号133 : { 2, 0.428437 } { 4, 0.571563 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号134 : { 2, 0.463454 } { 4, 0.536546 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号135 : { 2, 0.868735 } { 3, 0.124881 } { 4, 0.00638401 } { 0, 0 } 
ボーンの重み頂点番号136 : { 2, 0.821987 } { 3, 0.165592 } { 4, 0.0122139 } { 5, 0.000206832 } 
ボーンの重み頂点番号137 : { 2, 0.800911 } { 3, 0.196823 } { 4, 0.00226579 } { 0, 0 } 
ボーンの重み頂点番号138 : { 2, 0.627986 } { 3, 0.371804 } { 4, 0.000210152 } { 0, 0 } 
ボーンの重み頂点番号139 : { 2, 0.572195 } { 3, 0.427805 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号140 : { 2, 0.548523 } { 3, 0.451477 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号141 : { 2, 0.648021 } { 3, 0.35188 } { 4, 9.90677e-05 } { 0, 0 } 
ボーンの重み頂点番号142 : { 2, 0.728549 } { 3, 0.270934 } { 4, 0.000516987 } { 0, 0 } 
ボーンの重み頂点番号143 : { 2, 0.723703 } { 3, 0.274851 } { 4, 0.00144615 } { 0, 0 } 
ボーンの重み頂点番号144 : { 2, 0.625081 } { 3, 0.374677 } { 4, 0.000241756 } { 0, 0 } 
ボーンの重み頂点番号145 : { 2, 0.648021 } { 3, 0.35188 } { 4, 9.90677e-05 } { 0, 0 } 
ボーンの重み頂点番号146 : { 2, 0.723703 } { 3, 0.274851 } { 4, 0.00144615 } { 0, 0 } 
ボーンの重み頂点番号147 : { 2, 0.816041 } { 3, 0.180296 } { 4, 0.0036626 } { 0, 0 } 
ボーンの重み頂点番号148 : { 2, 0.728549 } { 3, 0.270934 } { 4, 0.000516987 } { 0, 0 } 
ボーンの重み頂点番号149 : { 2, 0.742958 } { 3, 0.254988 } { 4, 0.00205357 } { 0, 0 } 
ボーンの重み頂点番号150 : { 2, 0.816192 } { 3, 0.170127 } { 4, 0.013447 } { 5, 0.000233531 } 
ボーンの重み頂点番号151 : { 2, 0.816041 } { 3, 0.180296 } { 4, 0.0036626 } { 0, 0 } 
ボーンの重み頂点番号152 : { 2, 0.742958 } { 3, 0.254988 } { 4, 0.00205357 } { 0, 0 } 
ボーンの重み頂点番号153 : { 2, 0.816041 } { 3, 0.180296 } { 4, 0.0036626 } { 0, 0 } 
ボーンの重み頂点番号154 : { 2, 0.879797 } { 3, 0.101516 } { 4, 0.0183954 } { 5, 0.000291126 } 
ボーンの重み頂点番号155 : { 2, 0.868735 } { 3, 0.124881 } { 4, 0.00638401 } { 0, 0 } 
ボーンの重み頂点番号156 : { 2, 0.800911 } { 3, 0.196823 } { 4, 0.00226579 } { 0, 0 } 
ボーンの重み頂点番号157 : { 2, 0.816041 } { 3, 0.180296 } { 4, 0.0036626 } { 0, 0 } 
ボーンの重み頂点番号158 : { 2, 0.868735 } { 3, 0.124881 } { 4, 0.00638401 } { 0, 0 } 
ボーンの重み頂点番号159 : { 2, 0.759601 } { 3, 0.00635745 } { 4, 0.230309 } { 5, 0.00373301 } 
ボーンの重み頂点番号160 : { 2, 0.840613 } { 3, 0.0087192 } { 4, 0.131536 } { 5, 0.0191315 } 
ボーンの重み頂点番号161 : { 2, 0.87001 } { 3, 0.0448163 } { 4, 0.0812168 } { 5, 0.00395673 } 
ボーンの重み頂点番号162 : { 2, 0.751103 } { 3, 0.00603668 } { 4, 0.240843 } { 5, 0.00201762 } 
ボーンの重み頂点番号163 : { 2, 0.759601 } { 3, 0.00635745 } { 4, 0.230309 } { 5, 0.00373301 } 
ボーンの重み頂点番号164 : { 2, 0.87001 } { 3, 0.0448163 } { 4, 0.0812168 } { 5, 0.00395673 } 
ボーンの重み頂点番号165 : { 2, 0.645794 } { 3, 0.00130688 } { 4, 0.352429 } { 5, 0.000470487 } 
ボーンの重み頂点番号166 : { 2, 0.759601 } { 3, 0.00635745 } { 4, 0.230309 } { 5, 0.00373301 } 
ボーンの重み頂点番号167 : { 2, 0.751103 } { 3, 0.00603668 } { 4, 0.240843 } { 5, 0.00201762 } 
ボーンの重み頂点番号168 : { 2, 0.628972 } { 3, 0.00068634 } { 4, 0.369929 } { 5, 0.000412159 } 
ボーンの重み頂点番号169 : { 2, 0.645794 } { 3, 0.00130688 } { 4, 0.352429 } { 5, 0.000470487 } 
ボーンの重み頂点番号170 : { 2, 0.751103 } { 3, 0.00603668 } { 4, 0.240843 } { 5, 0.00201762 } 
ボーンの重み頂点番号171 : { 2, 0.645794 } { 3, 0.00130688 } { 4, 0.352429 } { 5, 0.000470487 } 
ボーンの重み頂点番号172 : { 2, 0.543508 } { 3, 0.000134478 } { 4, 0.456357 } { 0, 0 } 
ボーンの重み頂点番号173 : { 2, 0.555019 } { 3, 0.000140748 } { 4, 0.444733 } { 5, 0.000107803 } 
ボーンの重み頂点番号174 : { 2, 0.656837 } { 3, 0.000843738 } { 4, 0.340645 } { 5, 0.00167427 } 
ボーンの重み頂点番号175 : { 2, 0.645794 } { 3, 0.00130688 } { 4, 0.352429 } { 5, 0.000470487 } 
ボーンの重み頂点番号176 : { 2, 0.555019 } { 3, 0.000140748 } { 4, 0.444733 } { 5, 0.000107803 } 
ボーンの重み頂点番号177 : { 2, 0.463454 } { 4, 0.536546 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号178 : { 2, 0.543508 } { 3, 0.000134478 } { 4, 0.456357 } { 0, 0 } 
ボーンの重み頂点番号179 : { 2, 0.525789 } { 3, 4.75311e-05 } { 4, 0.474163 } { 0, 0 } 
ボーンの重み頂点番号180 : { 2, 0.472053 } { 4, 0.527947 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号181 : { 2, 0.463454 } { 4, 0.536546 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号182 : { 2, 0.525789 } { 3, 4.75311e-05 } { 4, 0.474163 } { 0, 0 } 
ボーンの重み頂点番号183 : { 2, 0.879797 } { 3, 0.101516 } { 4, 0.0183954 } { 5, 0.000291126 } 
ボーンの重み頂点番号184 : { 2, 0.911956 } { 3, 0.0530053 } { 4, 0.0344879 } { 5, 0.000550872 } 
ボーンの重み頂点番号185 : { 2, 0.919707 } { 3, 0.0660681 } { 4, 0.0142247 } { 0, 0 } 
ボーンの重み頂点番号186 : { 2, 0.868735 } { 3, 0.124881 } { 4, 0.00638401 } { 0, 0 } 
ボーンの重み頂点番号187 : { 2, 0.879797 } { 3, 0.101516 } { 4, 0.0183954 } { 5, 0.000291126 } 
ボーンの重み頂点番号188 : { 2, 0.919707 } { 3, 0.0660681 } { 4, 0.0142247 } { 0, 0 } 
ボーンの重み頂点番号189 : { 2, 0.88939 } { 3, 0.0117892 } { 4, 0.0673163 } { 5, 0.031505 } 
ボーンの重み頂点番号190 : { 2, 0.840613 } { 3, 0.0087192 } { 4, 0.131536 } { 5, 0.0191315 } 
ボーンの重み頂点番号191 : { 2, 0.860439 } { 3, 0.0017128 } { 4, 0.0589917 } { 5, 0.078856 } 
ボーンの重み頂点番号192 : { 2, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号193 : { 2, 0.88939 } { 3, 0.0117892 } { 4, 0.0673163 } { 5, 0.031505 } 
ボーンの重み頂点番号194 : { 2, 0.860439 } { 3, 0.0017128 } { 4, 0.0589917 } { 5, 0.078856 } 
ボーンの重み頂点番号195 : { 2, 0.923239 } { 6, 0.0348334 } { 7, 0.0406127 } { 8, 0.0013148 } 
ボーンの重み頂点番号196 : { 2, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号197 : { 2, 0.911956 } { 6, 0.0530053 } { 7, 0.0344879 } { 8, 0.00055088 } 
ボーンの重み頂点番号198 : { 2, 0.923239 } { 3, 0.0348334 } { 4, 0.0406128 } { 5, 0.00131472 } 
ボーンの重み頂点番号199 : { 2, 0.911956 } { 3, 0.0530053 } { 4, 0.0344879 } { 5, 0.000550872 } 
ボーンの重み頂点番号200 : { 2, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号201 : { 2, 0.575981 } { 5, 0.424018 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号202 : { 2, 0.526043 } { 5, 0.473957 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号203 : { 2, 0.521869 } { 5, 0.478131 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号204 : { 2, 0.552903 } { 5, 0.447097 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号205 : { 2, 0.575981 } { 5, 0.424018 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号206 : { 2, 0.521869 } { 5, 0.478131 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号207 : { 2, 0.575981 } { 5, 0.424018 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号208 : { 2, 0.637034 } { 4, 0.00013813 } { 5, 0.362828 } { 0, 0 } 
ボーンの重み頂点番号209 : { 2, 0.676609 } { 4, 0.0007164 } { 5, 0.322674 } { 0, 0 } 
ボーンの重み頂点番号210 : { 2, 0.573431 } { 5, 0.426569 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号211 : { 2, 0.575981 } { 5, 0.424018 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号212 : { 2, 0.676609 } { 4, 0.0007164 } { 5, 0.322674 } { 0, 0 } 
ボーンの重み頂点番号213 : { 2, 0.804364 } { 3, 0.000101529 } { 4, 0.00961988 } { 5, 0.185914 } 
ボーンの重み頂点番号214 : { 2, 0.707586 } { 4, 0.00163984 } { 5, 0.290774 } { 0, 0 } 
ボーンの重み頂点番号215 : { 2, 0.682167 } { 4, 0.00069308 } { 5, 0.31714 } { 0, 0 } 
ボーンの重み頂点番号216 : { 2, 0.840376 } { 5, 0.159624 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号217 : { 2, 0.804364 } { 3, 0.000101529 } { 4, 0.00961988 } { 5, 0.185914 } 
ボーンの重み頂点番号218 : { 2, 0.682167 } { 4, 0.00069308 } { 5, 0.31714 } { 0, 0 } 
ボーンの重み頂点番号219 : { 2, 0.786713 } { 3, 9.87148e-05 } { 4, 0.00910244 } { 5, 0.204085 } 
ボーンの重み頂点番号220 : { 2, 0.804364 } { 3, 0.000101529 } { 4, 0.00961988 } { 5, 0.185914 } 
ボーンの重み頂点番号221 : { 2, 0.860439 } { 3, 0.0017128 } { 4, 0.0589917 } { 5, 0.078856 } 
ボーンの重み頂点番号222 : { 2, 0.48106 } { 4, 0.51894 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号223 : { 2, 0.486361 } { 4, 0.513639 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号224 : { 2, 0.434236 } { 4, 0.565764 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号225 : { 2, 0.820068 } { 3, 0.000142656 } { 4, 0.0107575 } { 5, 0.169031 } 
ボーンの重み頂点番号226 : { 2, 0.840376 } { 5, 0.159624 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号227 : { 2, 0.853766 } { 4, 0.0031232 } { 5, 0.143111 } { 0, 0 } 
ボーンの重み頂点番号228 : { 2, 0.840376 } { 5, 0.159624 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号229 : { 2, 0.820068 } { 3, 0.000142656 } { 4, 0.0107575 } { 5, 0.169031 } 
ボーンの重み頂点番号230 : { 2, 0.804364 } { 3, 0.000101529 } { 4, 0.00961988 } { 5, 0.185914 } 
ボーンの重み頂点番号231 : { 2, 0.523869 } { 5, 0.476131 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号232 : { 2, 0.505303 } { 5, 0.494697 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号233 : { 2, 0.526043 } { 5, 0.473957 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号234 : { 2, 0.548523 } { 3, 0.451477 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号235 : { 2, 0.572195 } { 3, 0.427805 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号236 : { 2, 0.532449 } { 3, 0.467551 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号237 : { 2, 0.572195 } { 3, 0.427805 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号238 : { 2, 0.648021 } { 3, 0.35188 } { 4, 9.90677e-05 } { 0, 0 } 
