ボーンの重み頂点番号46 : { 0, 0.15 } { 15, 0.714646 } { 22, 0.135354 } { 0, 0 } 
ボーンの重み頂点番号47 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号48 : { 0, 0.15 } { 8, 0.276619 } { 15, 0.573381 } { 0, 0 } 
ボーンの重み頂点番号49 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号50 : { 0, 0.15 } { 8, 0.481993 } { 15, 0.368007 } { 0, 0 } 
ボーンの重み頂点番号51 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号52 : { 0, 0.15 } { 8, 0.481993 } { 15, 0.368007 } { 0, 0 } 
ボーンの重み頂点番号53 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号54 : { 0, 0.15 } { 8, 0.481993 } { 15, 0.368007 } { 0, 0 } 
ボーンの重み頂点番号55 : { 0, 0.1 } { 8, 0.353269 } { 15, 0.546731 } { 0, 0 } 
ボーンの重み頂点番号56 : { 0, 0.15 } { 8, 0.276619 } { 15, 0.573381 } { 0, 0 } 
ボーンの重み頂点番号57 : { 0, 0.1 } { 8, 0.353269 } { 15, 0.546731 } { 0, 0 } 
ボーンの重み頂点番号58 : { 0, 0.1 } { 8, 0.0658853 } { 15, 0.834115 } { 0, 0 } 
ボーンの重み頂点番号59 : { 0, 0.15 } { 8, 0.276619 } { 15, 0.573381 } { 0, 0 } 
ボーンの重み頂点番号60 : { 0, 0.1 } { 8, 0.353269 } { 15, 0.546731 } { 0, 0 } 
ボーンの重み頂点番号61 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号62 : { 0, 0.1 } { 8, 0.0658853 } { 15, 0.834115 } { 0, 0 } 
ボーンの重み頂点番号63 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号64 : { 0, 0.05 } { 9, 0.0462627 } { 16, 0.903737 } { 0, 0 } 
ボーンの重み頂点番号65 : { 0, 0.1 } { 8, 0.0658853 } { 15, 0.834115 } { 0, 0 } 
ボーンの重み頂点番号66 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号67 : { 0, 0.05 } { 17, 0.851973 } { 24, 0.0980267 } { 0, 0 } 
ボーンの重み頂点番号68 : { 0, 0.05 } { 9, 0.0462627 } { 16, 0.903737 } { 0, 0 } 
ボーンの重み頂点番号69 : { 0, 0.05 } { 17, 0.851973 } { 24, 0.0980267 } { 0, 0 } 
ボーンの重み頂点番号70 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号71 : { 0, 0.05 } { 10, 0.33192 } { 17, 0.61808 } { 0, 0 } 
ボーンの重み頂点番号72 : { 0, 0.05 } { 16, 0.170863 } { 23, 0.779137 } { 0, 0 } 
ボーンの重み頂点番号73 : { 0, 0.05 } { 23, 0.903948 } { 30, 0.0460522 } { 0, 0 } 
ボーンの重み頂点番号74 : { 0, 0.05 } { 23, 0.457833 } { 30, 0.492167 } { 0, 0 } 
ボーンの重み頂点番号75 : { 0, 0.05 } { 23, 0.903948 } { 30, 0.0460522 } { 0, 0 } 
ボーンの重み頂点番号76 : { 0, 0.05 } { 23, 0.359126 } { 30, 0.590874 } { 0, 0 } 
ボーンの重み頂点番号77 : { 0, 0.05 } { 23, 0.457833 } { 30, 0.492167 } { 0, 0 } 
ボーンの重み頂点番号78 : { 0, 0.05 } { 23, 0.457833 } { 30, 0.492167 } { 0, 0 } 
ボーンの重み頂点番号79 : { 0, 0.1 } { 22, 0.596579 } { 29, 0.303421 } { 0, 0 } 
ボーンの重み頂点番号80 : { 0, 0.05 } { 16, 0.170863 } { 23, 0.779137 } { 0, 0 } 
ボーンの重み頂点番号81 : { 0, 0.05 } { 16, 0.170863 } { 23, 0.779137 } { 0, 0 } 
ボーンの重み頂点番号82 : { 0, 0.1 } { 22, 0.596579 } { 29, 0.303421 } { 0, 0 } 
ボーンの重み頂点番号83 : { 0, 0.1 } { 15, 0.266427 } { 22, 0.633573 } { 0, 0 } 
ボーンの重み頂点番号84 : { 0, 0.1 } { 22, 0.596579 } { 29, 0.303421 } { 0, 0 } 
ボーンの重み頂点番号85 : { 0, 0.15 } { 15, 0.227239 } { 22, 0.622761 } { 0, 0 } 
ボーンの重み頂点番号86 : { 0, 0.1 } { 15, 0.266427 } { 22, 0.633573 } { 0, 0 } 
ボーンの重み頂点番号87 : { 0, 0.1 } { 15, 0.266427 } { 22, 0.633573 } { 0, 0 } 
ボーンの重み頂点番号88 : { 0, 0.15 } { 15, 0.227239 } { 22, 0.622761 } { 0, 0 } 
ボーンの重み頂点番号89 : { 0, 0.15 } { 15, 0.465744 } { 22, 0.384256 } { 0, 0 } 
ボーンの重み頂点番号90 : { 0, 0.15 } { 15, 0.227239 } { 22, 0.622761 } { 0, 0 } 
ボーンの重み頂点番号91 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号92 : { 0, 0.15 } { 15, 0.465744 } { 22, 0.384256 } { 0, 0 } 
ボーンの重み頂点番号93 : { 0, 0.15 } { 15, 0.465744 } { 22, 0.384256 } { 0, 0 } 
ボーンの重み頂点番号94 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号95 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号96 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号97 : { 0, 0.15 } { 8, 0.693137 } { 15, 0.156863 } { 0, 0 } 
ボーンの重み頂点番号98 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号99 : { 0, 0.15 } { 8, 0.693137 } { 15, 0.156863 } { 0, 0 } 
ボーンの重み頂点番号100 : { 0, 0.15 } { 8, 0.481993 } { 15, 0.368007 } { 0, 0 } 
ボーンの重み頂点番号101 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号102 : { 0, 0.15 } { 8, 0.693137 } { 15, 0.156863 } { 0, 0 } 
ボーンの重み頂点番号103 : { 0, 0.1 } { 9, 0.705667 } { 16, 0.194333 } { 0, 0 } 
ボーンの重み頂点番号104 : { 0, 0.15 } { 8, 0.481993 } { 15, 0.368007 } { 0, 0 } 
ボーンの重み頂点番号105 : { 0, 0.1 } { 9, 0.705667 } { 16, 0.194333 } { 0, 0 } 
ボーンの重み頂点番号106 : { 0, 0.1 } { 8, 0.353269 } { 15, 0.546731 } { 0, 0 } 
ボーンの重み頂点番号107 : { 0, 0.15 } { 8, 0.481993 } { 15, 0.368007 } { 0, 0 } 
ボーンの重み頂点番号108 : { 0, 0.1 } { 8, 0.353269 } { 15, 0.546731 } { 0, 0 } 
ボーンの重み頂点番号109 : { 0, 0.1 } { 9, 0.705667 } { 16, 0.194333 } { 0, 0 } 
ボーンの重み頂点番号110 : { 0, 0.05 } { 9, 0.677201 } { 16, 0.272799 } { 0, 0 } 
ボーンの重み頂点番号111 : { 0, 0.05 } { 9, 0.677201 } { 16, 0.272799 } { 0, 0 } 
ボーンの重み頂点番号112 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号113 : { 0, 0.1 } { 8, 0.353269 } { 15, 0.546731 } { 0, 0 } 
ボーンの重み頂点番号114 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号115 : { 0, 0.05 } { 9, 0.677201 } { 16, 0.272799 } { 0, 0 } 
ボーンの重み頂点番号116 : { 0, 0.05 } { 10, 0.653868 } { 17, 0.296132 } { 0, 0 } 
ボーンの重み頂点番号117 : { 0, 0.05 } { 10, 0.653868 } { 17, 0.296132 } { 0, 0 } 
ボーンの重み頂点番号118 : { 0, 0.05 } { 10, 0.33192 } { 17, 0.61808 } { 0, 0 } 
ボーンの重み頂点番号119 : { 0, 0.05 } { 9, 0.359493 } { 16, 0.590507 } { 0, 0 } 
ボーンの重み頂点番号120 : { 0, 0.05 } { 30, 0.78431 } { 37, 0.16569 } { 0, 0 } 
ボーンの重み頂点番号121 : { 0, 0.05 } { 23, 0.457833 } { 30, 0.492167 } { 0, 0 } 
ボーンの重み頂点番号122 : { 0, 0.05 } { 23, 0.359126 } { 30, 0.590874 } { 0, 0 } 
ボーンの重み頂点番号123 : { 0, 0.05 } { 23, 0.457833 } { 30, 0.492167 } { 0, 0 } 
ボーンの重み頂点番号124 : { 0, 0.05 } { 30, 0.78431 } { 37, 0.16569 } { 0, 0 } 
ボーンの重み頂点番号125 : { 0, 0.05 } { 30, 0.763714 } { 37, 0.186286 } { 0, 0 } 
ボーンの重み頂点番号126 : { 0, 0.05 } { 30, 0.763714 } { 37, 0.186286 } { 0, 0 } 
ボーンの重み頂点番号127 : { 0, 0.1 } { 22, 0.596579 } { 29, 0.303421 } { 0, 0 } 
ボーンの重み頂点番号128 : { 0, 0.05 } { 23, 0.457833 } { 30, 0.492167 } { 0, 0 } 
ボーンの重み頂点番号129 : { 0, 0.1 } { 22, 0.596579 } { 29, 0.303421 } { 0, 0 } 
ボーンの重み頂点番号130 : { 0, 0.05 } { 30, 0.763714 } { 37, 0.186286 } { 0, 0 } 
ボーンの重み頂点番号131 : { 0, 0.1 } { 22, 0.22539 } { 29, 0.67461 } { 0, 0 } 
ボーンの重み頂点番号132 : { 0, 0.1 } { 22, 0.22539 } { 29, 0.67461 } { 0, 0 } 
ボーンの重み頂点番号133 : { 0, 0.15 } { 15, 0.227239 } { 22, 0.622761 } { 0, 0 } 
ボーンの重み頂点番号134 : { 0, 0.1 } { 22, 0.596579 } { 29, 0.303421 } { 0, 0 } 
ボーンの重み頂点番号135 : { 0, 0.15 } { 15, 0.227239 } { 22, 0.622761 } { 0, 0 } 
ボーンの重み頂点番号136 : { 0, 0.1 } { 22, 0.22539 } { 29, 0.67461 } { 0, 0 } 
ボーンの重み頂点番号137 : { 0, 0.15 } { 22, 0.422112 } { 29, 0.427888 } { 0, 0 } 
ボーンの重み頂点番号138 : { 0, 0.15 } { 22, 0.422112 } { 29, 0.427888 } { 0, 0 } 
ボーンの重み頂点番号139 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号140 : { 0, 0.15 } { 15, 0.227239 } { 22, 0.622761 } { 0, 0 } 
ボーンの重み頂点番号141 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号142 : { 0, 0.15 } { 22, 0.422112 } { 29, 0.427888 } { 0, 0 } 
ボーンの重み頂点番号143 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号144 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号145 : { 0, 0.15 } { 1, 0.181444 } { 8, 0.668556 } { 0, 0 } 
ボーンの重み頂点番号146 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号147 : { 0, 0.15 } { 1, 0.181444 } { 8, 0.668556 } { 0, 0 } 
ボーンの重み頂点番号148 : { 0, 0.15 } { 8, 0.693137 } { 15, 0.156863 } { 0, 0 } 
ボーンの重み頂点番号149 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号150 : { 0, 0.15 } { 1, 0.181444 } { 8, 0.668556 } { 0, 0 } 
ボーンの重み頂点番号151 : { 0, 0.1 } { 2, 0.169921 } { 9, 0.730079 } { 0, 0 } 
ボーンの重み頂点番号152 : { 0, 0.15 } { 8, 0.693137 } { 15, 0.156863 } { 0, 0 } 
ボーンの重み頂点番号153 : { 0, 0.1 } { 2, 0.169921 } { 9, 0.730079 } { 0, 0 } 
ボーンの重み頂点番号154 : { 0, 0.1 } { 9, 0.705667 } { 16, 0.194333 } { 0, 0 } 
ボーンの重み頂点番号155 : { 0, 0.15 } { 8, 0.693137 } { 15, 0.156863 } { 0, 0 } 
ボーンの重み頂点番号156 : { 0, 0.1 } { 9, 0.705667 } { 16, 0.194333 } { 0, 0 } 
ボーンの重み頂点番号157 : { 0, 0.1 } { 2, 0.169921 } { 9, 0.730079 } { 0, 0 } 
ボーンの重み頂点番号158 : { 0, 0.05 } { 2, 0.0487782 } { 9, 0.901222 } { 0, 0 } 
ボーンの重み頂点番号159 : { 0, 0.1 } { 9, 0.705667 } { 16, 0.194333 } { 0, 0 } 
ボーンの重み頂点番号160 : { 0, 0.05 } { 2, 0.0487782 } { 9, 0.901222 } { 0, 0 } 
ボーンの重み頂点番号161 : { 0, 0.05 } { 9, 0.677201 } { 16, 0.272799 } { 0, 0 } 
ボーンの重み頂点番号162 : { 0, 0.05 } { 9, 0.677201 } { 16, 0.272799 } { 0, 0 } 
ボーンの重み頂点番号163 : { 0, 0.05 } { 2, 0.0487782 } { 9, 0.901222 } { 0, 0 } 
ボーンの重み頂点番号164 : { 0, 0.05 } { 3, 0.0504216 } { 10, 0.899578 } { 0, 0 } 
ボーンの重み頂点番号165 : { 0, 0.05 } { 9, 0.677201 } { 16, 0.272799 } { 0, 0 } 
ボーンの重み頂点番号166 : { 0, 0.05 } { 3, 0.0504216 } { 10, 0.899578 } { 0, 0 } 
ボーンの重み頂点番号167 : { 0, 0.05 } { 10, 0.653868 } { 17, 0.296132 } { 0, 0 } 
ボーンの重み頂点番号168 : { 0, 0.05 } { 30, 0.385085 } { 37, 0.564915 } { 0, 0 } 
ボーンの重み頂点番号169 : { 0, 0.05 } { 30, 0.78431 } { 37, 0.16569 } { 0, 0 } 
ボーンの重み頂点番号170 : { 0, 0.05 } { 30, 0.341434 } { 37, 0.608566 } { 0, 0 } 
ボーンの重み頂点番号171 : { 0, 0.05 } { 30, 0.78431 } { 37, 0.16569 } { 0, 0 } 
ボーンの重み頂点番号172 : { 0, 0.05 } { 30, 0.385085 } { 37, 0.564915 } { 0, 0 } 
ボーンの重み頂点番号173 : { 0, 0.05 } { 30, 0.763714 } { 37, 0.186286 } { 0, 0 } 
ボーンの重み頂点番号174 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号175 : { 0, 0.05 } { 30, 0.763714 } { 37, 0.186286 } { 0, 0 } 
ボーンの重み頂点番号176 : { 0, 0.05 } { 30, 0.385085 } { 37, 0.564915 } { 0, 0 } 
ボーンの重み頂点番号177 : { 0, 0.05 } { 30, 0.763714 } { 37, 0.186286 } { 0, 0 } 
ボーンの重み頂点番号178 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号179 : { 0, 0.1 } { 22, 0.22539 } { 29, 0.67461 } { 0, 0 } 
ボーンの重み頂点番号180 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号181 : { 0, 0.15 } { 22, 0.422112 } { 29, 0.427888 } { 0, 0 } 
ボーンの重み頂点番号182 : { 0, 0.1 } { 22, 0.22539 } { 29, 0.67461 } { 0, 0 } 
ボーンの重み頂点番号183 : { 0, 0.15 } { 22, 0.422112 } { 29, 0.427888 } { 0, 0 } 
ボーンの重み頂点番号184 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号185 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号186 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号187 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号188 : { 0, 0.15 } { 22, 0.422112 } { 29, 0.427888 } { 0, 0 } 
ボーンの重み頂点番号189 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号190 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号191 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号192 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号193 : { 0, 0.15 } { 1, 0.385936 } { 8, 0.464064 } { 0, 0 } 
ボーンの重み頂点番号194 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号195 : { 0, 0.15 } { 1, 0.385936 } { 8, 0.464064 } { 0, 0 } 
ボーンの重み頂点番号196 : { 0, 0.15 } { 1, 0.181444 } { 8, 0.668556 } { 0, 0 } 
ボーンの重み頂点番号197 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号198 : { 0, 0.1 } { 2, 0.401606 } { 9, 0.498394 } { 0, 0 } 
ボーンの重み頂点番号199 : { 0, 0.15 } { 1, 0.181444 } { 8, 0.668556 } { 0, 0 } 
ボーンの重み頂点番号200 : { 0, 0.15 } { 1, 0.385936 } { 8, 0.464064 } { 0, 0 } 
ボーンの重み頂点番号201 : { 0, 0.15 } { 1, 0.181444 } { 8, 0.668556 } { 0, 0 } 
ボーンの重み頂点番号202 : { 0, 0.1 } { 2, 0.401606 } { 9, 0.498394 } { 0, 0 } 
ボーンの重み頂点番号203 : { 0, 0.1 } { 2, 0.169921 } { 9, 0.730079 } { 0, 0 } 
ボーンの重み頂点番号204 : { 0, 0.05 } { 2, 0.340181 } { 9, 0.609819 } { 0, 0 } 
ボーンの重み頂点番号205 : { 0, 0.1 } { 2, 0.169921 } { 9, 0.730079 } { 0, 0 } 
ボーンの重み頂点番号206 : { 0, 0.1 } { 2, 0.401606 } { 9, 0.498394 } { 0, 0 } 
ボーンの重み頂点番号207 : { 0, 0.1 } { 2, 0.169921 } { 9, 0.730079 } { 0, 0 } 
ボーンの重み頂点番号208 : { 0, 0.05 } { 2, 0.340181 } { 9, 0.609819 } { 0, 0 } 
ボーンの重み頂点番号209 : { 0, 0.05 } { 2, 0.0487782 } { 9, 0.901222 } { 0, 0 } 
ボーンの重み頂点番号210 : { 0, 0.05 } { 3, 0.341384 } { 10, 0.608616 } { 0, 0 } 
ボーンの重み頂点番号211 : { 0, 0.05 } { 2, 0.0487782 } { 9, 0.901222 } { 0, 0 } 
ボーンの重み頂点番号212 : { 0, 0.05 } { 2, 0.340181 } { 9, 0.609819 } { 0, 0 } 
ボーンの重み頂点番号213 : { 0, 0.05 } { 2, 0.0487782 } { 9, 0.901222 } { 0, 0 } 
ボーンの重み頂点番号214 : { 0, 0.05 } { 3, 0.341384 } { 10, 0.608616 } { 0, 0 } 
ボーンの重み頂点番号215 : { 0, 0.05 } { 3, 0.0504216 } { 10, 0.899578 } { 0, 0 } 
ボーンの重み頂点番号216 : { 0, 0.05 } { 37, 0.749164 } { 44, 0.200837 } { 0, 0 } 
ボーンの重み頂点番号217 : { 0, 0.05 } { 30, 0.385085 } { 37, 0.564915 } { 0, 0 } 
ボーンの重み頂点番号218 : { 0, 0.05 } { 30, 0.341434 } { 37, 0.608566 } { 0, 0 } 
ボーンの重み頂点番号219 : { 0, 0.05 } { 30, 0.385085 } { 37, 0.564915 } { 0, 0 } 
ボーンの重み頂点番号220 : { 0, 0.05 } { 37, 0.749164 } { 44, 0.200837 } { 0, 0 } 
ボーンの重み頂点番号221 : { 0, 0.05 } { 37, 0.712071 } { 44, 0.237929 } { 0, 0 } 
ボーンの重み頂点番号222 : { 0, 0.05 } { 37, 0.712071 } { 44, 0.237929 } { 0, 0 } 
ボーンの重み頂点番号223 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号224 : { 0, 0.05 } { 30, 0.385085 } { 37, 0.564915 } { 0, 0 } 
ボーンの重み頂点番号225 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号226 : { 0, 0.05 } { 37, 0.712071 } { 44, 0.237929 } { 0, 0 } 
ボーンの重み頂点番号227 : { 0, 0.1 } { 36, 0.760748 } { 43, 0.139252 } { 0, 0 } 
ボーンの重み頂点番号228 : { 0, 0.1 } { 36, 0.760748 } { 43, 0.139252 } { 0, 0 } 
ボーンの重み頂点番号229 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号230 : { 0, 0.1 } { 29, 0.498026 } { 36, 0.401974 } { 0, 0 } 
ボーンの重み頂点番号231 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号232 : { 0, 0.1 } { 36, 0.760748 } { 43, 0.139252 } { 0, 0 } 
ボーンの重み頂点番号233 : { 0, 0.15 } { 36, 0.667044 } { 43, 0.182956 } { 0, 0 } 
ボーンの重み頂点番号234 : { 0, 0.15 } { 36, 0.667044 } { 43, 0.182956 } { 0, 0 } 
ボーンの重み頂点番号235 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号236 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号237 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号238 : { 0, 0.15 } { 36, 0.667044 } { 43, 0.182956 } { 0, 0 } 
ボーンの重み頂点番号239 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号240 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号241 : { 0, 0.15 } { 1, 0.584691 } { 8, 0.265309 } { 0, 0 } 
ボーンの重み頂点番号242 : { 0, 0.15 } { 1, 0.385936 } { 8, 0.464064 } { 0, 0 } 
ボーンの重み頂点番号243 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号244 : { 0, 0.15 } { 1, 0.584691 } { 8, 0.265309 } { 0, 0 } 
ボーンの重み頂点番号245 : { 0, 1 } { 0, 0 } { 0, 0 } { 0, 0 } 
ボーンの重み頂点番号246 : { 0, 0.15 } { 1, 0.385936 } { 8, 0.464064 } { 0, 0 } 
ボーンの重み頂点番号247 : { 0, 0.1 } { 2, 0.626238 } { 9, 0.273762 } { 0, 0 } 
ボーンの重み頂点番号248 : { 0, 0.1 } { 2, 0.401606 } { 9, 0.498394 } { 0, 0 } 
ボーンの重み頂点番号249 : { 0, 0.1 } { 2, 0.626238 } { 9, 0.273762 } { 0, 0 } 
