
[MeshData]

UVêî : 8616

UVî‘çÜ0 : { 0.251871, 0.657018 }
UVî‘çÜ142 : { 0.096234, 0.657018 }
UVî‘çÜ143 : { 0.094982, 0.637255 }
UVî‘çÜ144 : { 0.103876, 0.637255 }
UVî‘çÜ145 : { 0.10474, 0.657018 }
UVî‘çÜ146 : { 0.096234, 0.657018 }
UVî‘çÜ147 : { 0.130173, 0.657018 }
UVî‘çÜ148 : { 0.138429, 0.637255 }
UVî‘çÜ149 : { 0.138949, 0.657018 }
UVî‘çÜ150 : { 0.130173, 0.657018 }
UVî‘çÜ151 : { 0.129583, 0.637255 }
UVî‘çÜ152 : { 0.138429, 0.637255 }
UVî‘çÜ153 : { 0.112307, 0.637255 }
UVî‘çÜ154 : { 0.10474, 0.657018 }
UVî‘çÜ155 : { 0.103876, 0.637255 }
UVî‘çÜ156 : { 0.112307, 0.637255 }
UVî‘çÜ157 : { 0.113068, 0.657018 }
UVî‘çÜ158 : { 0.10474, 0.657018 }
UVî‘çÜ159 : { 0.121396, 0.657018 }
UVî‘çÜ160 : { 0.129583, 0.637255 }
UVî‘çÜ161 : { 0.130173, 0.657018 }
UVî‘çÜ162 : { 0.121396, 0.657018 }
UVî‘çÜ163 : { 0.120738, 0.637255 }
UVî‘çÜ164 : { 0.129583, 0.637255 }
UVî‘çÜ165 : { 0.113068, 0.657018 }
UVî‘çÜ166 : { 0.120738, 0.637255 }
UVî‘çÜ167 : { 0.121396, 0.657018 }
UVî‘çÜ168 : { 0.113068, 0.657018 }
UVî‘çÜ169 : { 0.112307, 0.637255 }
UVî‘çÜ170 : { 0.120738, 0.637255 }
UVî‘çÜ171 : { 0.258581, 0.637255 }
UVî‘çÜ172 : { 0.267225, 0.637255 }
UVî‘çÜ173 : { 0.269799, 0.657018 }
UVî‘çÜ174 : { 0.258581, 0.637255 }
UVî‘çÜ175 : { 0.251871, 0.657018 }
UVî‘çÜ176 : { 0.260835, 0.657018 }
UVî‘çÜ177 : { 0.258581, 0.637255 }
UVî‘çÜ178 : { 0.249937, 0.637255 }
UVî‘çÜ179 : { 0.251871, 0.657018 }
UVî‘çÜ180 : { 0.027518, 0.65321 }
UVî‘çÜ181 : { 0.031913, 0.637255 }
UVî‘çÜ182 : { 0.023688, 0.643329 }
UVî‘çÜ183 : { 0.027518, 0.65321 }
UVî‘çÜ184 : { 0.039573, 0.657018 }
UVî‘çÜ185 : { 0.031913, 0.637255 }
UVî‘çÜ186 : { 0.249937, 0.637255 }
UVî‘çÜ187 : { 0.242118, 0.657018 }
UVî‘çÜ188 : { 0.251871, 0.657018 }
UVî‘çÜ189 : { 0.249937, 0.637255 }
UVî‘çÜ190 : { 0.240557, 0.637255 }
UVî‘çÜ191 : { 0.242118, 0.657018 }
UVî‘çÜ192 : { 0.039573, 0.657018 }
UVî‘çÜ193 : { 0.037484, 0.637255 }
UVî‘çÜ194 : { 0.031913, 0.637255 }
UVî‘çÜ195 : { 0.039573, 0.657018 }
UVî‘çÜ196 : { 0.04388, 0.657018 }
UVî‘çÜ197 : { 0.037484, 0.637255 }
UVî‘çÜ198 : { 0.240557, 0.637255 }
UVî‘çÜ199 : { 0.232365, 0.657018 }
UVî‘çÜ200 : { 0.242118, 0.657018 }
UVî‘çÜ201 : { 0.240557, 0.637255 }
UVî‘çÜ202 : { 0.231177, 0.637255 }
UVî‘çÜ203 : { 0.232365, 0.657018 }
UVî‘çÜ204 : { 0.04388, 0.657018 }
UVî‘çÜ205 : { 0.043054, 0.637255 }
UVî‘çÜ206 : { 0.037484, 0.637255 }
UVî‘çÜ207 : { 0.04388, 0.657018 }
UVî‘çÜ208 : { 0.048188, 0.657018 }
UVî‘çÜ209 : { 0.043054, 0.637255 }
UVî‘çÜ210 : { 0.231177, 0.637255 }
UVî‘çÜ211 : { 0.219685, 0.657018 }
UVî‘çÜ212 : { 0.232365, 0.657018 }
UVî‘çÜ213 : { 0.231177, 0.637255 }
UVî‘çÜ214 : { 0.218477, 0.637255 }
UVî‘çÜ215 : { 0.219685, 0.657018 }
UVî‘çÜ216 : { 0.048188, 0.657018 }
UVî‘çÜ217 : { 0.049383, 0.637255 }
UVî‘çÜ218 : { 0.043054, 0.637255 }
UVî‘çÜ219 : { 0.048188, 0.657018 }
UVî‘çÜ220 : { 0.053857, 0.657018 }
UVî‘çÜ221 : { 0.049383, 0.637255 }
UVî‘çÜ222 : { 0.218477, 0.637255 }
UVî‘çÜ223 : { 0.207006, 0.657018 }
UVî‘çÜ224 : { 0.219685, 0.657018 }
UVî‘çÜ225 : { 0.218477, 0.637255 }
UVî‘çÜ226 : { 0.205777, 0.637255 }
UVî‘çÜ227 : { 0.207006, 0.657018 }
UVî‘çÜ228 : { 0.053857, 0.657018 }
UVî‘çÜ229 : { 0.055711, 0.637255 }
UVî‘çÜ230 : { 0.049383, 0.637255 }
UVî‘çÜ231 : { 0.053857, 0.657018 }
UVî‘çÜ232 : { 0.059527, 0.657018 }
UVî‘çÜ233 : { 0.055711, 0.637255 }
UVî‘çÜ234 : { 0.205777, 0.637255 }
UVî‘çÜ235 : { 0.195025, 0.657018 }
UVî‘çÜ236 : { 0.207006, 0.657018 }
UVî‘çÜ237 : { 0.205777, 0.637255 }
UVî‘çÜ238 : { 0.193869, 0.637255 }
UVî‘çÜ239 : { 0.195025, 0.657018 }
UVî‘çÜ240 : { 0.059527, 0.657018 }
UVî‘çÜ241 : { 0.062027, 0.637255 }
UVî‘çÜ242 : { 0.055711, 0.637255 }
UVî‘çÜ243 : { 0.059527, 0.657018 }
UVî‘çÜ244 : { 0.065147, 0.657018 }
UVî‘çÜ245 : { 0.062027, 0.637255 }
UVî‘çÜ246 : { 0.193869, 0.637255 }
UVî‘çÜ247 : { 0.183045, 0.657018 }
UVî‘çÜ248 : { 0.195025, 0.657018 }
UVî‘çÜ249 : { 0.193869, 0.637255 }
UVî‘çÜ250 : { 0.18196, 0.637255 }
UVî‘çÜ251 : { 0.183045, 0.657018 }
UVî‘çÜ252 : { 0.068343, 0.637255 }
UVî‘çÜ253 : { 0.065147, 0.657018 }
UVî‘çÜ254 : { 0.070767, 0.657018 }
UVî‘çÜ255 : { 0.068343, 0.637255 }
UVî‘çÜ256 : { 0.062027, 0.637255 }
UVî‘çÜ257 : { 0.065147, 0.657018 }
UVî‘çÜ258 : { 0.18196, 0.637255 }
UVî‘çÜ259 : { 0.171547, 0.657018 }
UVî‘çÜ260 : { 0.183045, 0.657018 }
UVî‘çÜ261 : { 0.18196, 0.637255 }
UVî‘çÜ262 : { 0.170604, 0.637255 }
UVî‘çÜ263 : { 0.171547, 0.657018 }
UVî‘çÜ264 : { 0.079247, 0.657018 }
UVî‘çÜ265 : { 0.068343, 0.637255 }
UVî‘çÜ266 : { 0.070767, 0.657018 }
UVî‘çÜ267 : { 0.079247, 0.657018 }
UVî‘çÜ268 : { 0.077216, 0.637255 }
UVî‘çÜ269 : { 0.068343, 0.637255 }
UVî‘çÜ270 : { 0.170604, 0.637255 }
UVî‘çÜ271 : { 0.160048, 0.657018 }
UVî‘çÜ272 : { 0.171547, 0.657018 }
UVî‘çÜ273 : { 0.170604, 0.637255 }
UVî‘çÜ274 : { 0.159247, 0.637255 }
UVî‘çÜ275 : { 0.160048, 0.657018 }
UVî‘çÜ276 : { 0.079247, 0.657018 }
UVî‘çÜ277 : { 0.086089, 0.637255 }
UVî‘çÜ278 : { 0.077216, 0.637255 }
UVî‘çÜ279 : { 0.079247, 0.657018 }
UVî‘çÜ280 : { 0.087727, 0.657018 }
UVî‘çÜ281 : { 0.086089, 0.637255 }
UVî‘çÜ282 : { 0.027518, 0.65321 }
UVî‘çÜ283 : { 0.023688, 0.643329 }
UVî‘çÜ284 : { 0.015464, 0.649403 }
UVî‘çÜ285 : { 0.279562, 0.651935 }
UVî‘çÜ286 : { 0.278275, 0.642054 }
UVî‘çÜ287 : { 0.269799, 0.657018 }
UVî‘çÜ288 : { 0.278275, 0.642054 }
UVî‘çÜ289 : { 0.279562, 0.651935 }
UVî‘çÜ290 : { 0.289324, 0.646853 }
UVî‘çÜ291 : { 0.269799, 0.657018 }
UVî‘çÜ292 : { 0.278275, 0.642054 }
UVî‘çÜ293 : { 0.267225, 0.637255 }
UVî‘çÜ294 : { 0.260835, 0.657018 }
UVî‘çÜ295 : { 0.269799, 0.657018 }
UVî‘çÜ296 : { 0.258581, 0.637255 }
UVî‘çÜ297 : { 0.149499, 0.657018 }
UVî‘çÜ298 : { 0.159247, 0.637255 }
UVî‘çÜ299 : { 0.148838, 0.637255 }
UVî‘çÜ300 : { 0.149499, 0.657018 }
UVî‘çÜ301 : { 0.160048, 0.657018 }
UVî‘çÜ302 : { 0.159247, 0.637255 }
UVî‘çÜ303 : { 0.087727, 0.657018 }
UVî‘çÜ304 : { 0.094982, 0.637255 }
UVî‘çÜ305 : { 0.086089, 0.637255 }
UVî‘çÜ306 : { 0.087727, 0.657018 }
UVî‘çÜ307 : { 0.096234, 0.657018 }
UVî‘çÜ308 : { 0.094982, 0.637255 }
UVî‘çÜ309 : { 0.149499, 0.657018 }
UVî‘çÜ310 : { 0.138429, 0.637255 }
UVî‘çÜ311 : { 0.138949, 0.657018 }
UVî‘çÜ312 : { 0.149499, 0.657018 }
UVî‘çÜ313 : { 0.148838, 0.637255 }
UVî‘çÜ314 : { 0.138429, 0.637255 }
UVî‘çÜ315 : { 0.096234, 0.657018 }
UVî‘çÜ316 : { 0.103876, 0.637255 }
UVî‘çÜ317 : { 0.094982, 0.637255 }
UVî‘çÜ318 : { 0.096234, 0.657018 }
UVî‘çÜ319 : { 0.10474, 0.657018 }
UVî‘çÜ320 : { 0.103876, 0.637255 }
UVî‘çÜ321 : { 0.138429, 0.637255 }
UVî‘çÜ322 : { 0.130173, 0.657018 }
UVî‘çÜ323 : { 0.138949, 0.657018 }
UVî‘çÜ324 : { 0.138429, 0.637255 }
UVî‘çÜ325 : { 0.129583, 0.637255 }
UVî‘çÜ326 : { 0.130173, 0.657018 }
UVî‘çÜ327 : { 0.10474, 0.657018 }
UVî‘çÜ328 : { 0.112307, 0.637255 }
UVî‘çÜ329 : { 0.103876, 0.637255 }
UVî‘çÜ330 : { 0.10474, 0.657018 }
UVî‘çÜ331 : { 0.113068, 0.657018 }
UVî‘çÜ332 : { 0.112307, 0.637255 }
UVî‘çÜ333 : { 0.129583, 0.637255 }
UVî‘çÜ334 : { 0.121396, 0.657018 }
UVî‘çÜ335 : { 0.130173, 0.657018 }
UVî‘çÜ336 : { 0.129583, 0.637255 }
UVî‘çÜ337 : { 0.120738, 0.637255 }
UVî‘çÜ338 : { 0.121396, 0.657018 }
UVî‘çÜ339 : { 0.120738, 0.637255 }
UVî‘çÜ340 : { 0.113068, 0.657018 }
UVî‘çÜ341 : { 0.121396, 0.657018 }
UVî‘çÜ342 : { 0.120738, 0.637255 }
UVî‘çÜ343 : { 0.112307, 0.637255 }
UVî‘çÜ344 : { 0.113068, 0.657018 }
UVî‘çÜ345 : { 0.258581, 0.637255 }
UVî‘çÜ346 : { 0.269799, 0.657018 }
UVî‘çÜ347 : { 0.267225, 0.637255 }
UVî‘çÜ348 : { 0.696551, 0.325815 }
UVî‘çÜ349 : { 0.714669, 0.343544 }
UVî‘çÜ350 : { 0.722075, 0.323541 }
UVî‘çÜ351 : { 0.562665, 0.216558 }
UVî‘çÜ352 : { 0.580637, 0.217534 }
UVî‘çÜ353 : { 0.559614, 0.234272 }
UVî‘çÜ354 : { 0.644453, 0.372428 }
UVî‘çÜ355 : { 0.65977, 0.373873 }
UVî‘çÜ356 : { 0.650876, 0.362132 }
UVî‘çÜ357 : { 0.655791, 0.349133 }
UVî‘çÜ358 : { 0.67084, 0.34805 }
UVî‘çÜ359 : { 0.661521, 0.334134 }
UVî‘çÜ360 : { 0.67084, 0.34805 }
UVî‘çÜ361 : { 0.655791, 0.349133 }
UVî‘çÜ362 : { 0.666158, 0.361545 }
UVî‘çÜ363 : { 0.531955, 0.420334 }
UVî‘çÜ364 : { 0.531603, 0.407937 }
UVî‘çÜ365 : { 0.522658, 0.41963 }
UVî‘çÜ366 : { 0.65977, 0.373873 }
UVî‘çÜ367 : { 0.67541, 0.377369 }
UVî‘çÜ368 : { 0.666158, 0.361545 }
UVî‘çÜ369 : { 0.637626, 0.382466 }
UVî‘çÜ370 : { 0.644453, 0.372428 }
UVî‘çÜ371 : { 0.628127, 0.378128 }
UVî‘çÜ372 : { 0.661521, 0.334134 }
UVî‘çÜ373 : { 0.645891, 0.334089 }
UVî‘çÜ374 : { 0.655791, 0.349133 }
UVî‘çÜ375 : { 0.624856, 0.360118 }
UVî‘çÜ376 : { 0.637917, 0.361039 }
UVî‘çÜ377 : { 0.627258, 0.34882 }
UVî‘çÜ378 : { 0.628127, 0.378128 }
UVî‘çÜ379 : { 0.633295, 0.370179 }
UVî‘çÜ380 : { 0.619299, 0.375055 }
UVî‘çÜ381 : { 0.522533, 0.380379 }
UVî‘çÜ382 : { 0.529241, 0.380379 }
UVî‘çÜ383 : { 0.522611, 0.363274 }
UVî‘çÜ384 : { 0.538761, 0.344287 }
UVî‘çÜ385 : { 0.53065, 0.343888 }
UVî‘çÜ386 : { 0.536299, 0.364194 }
UVî‘çÜ387 : { 0.622332, 0.367928 }
UVî‘çÜ388 : { 0.633295, 0.370179 }
UVî‘çÜ389 : { 0.624856, 0.360118 }
UVî‘çÜ390 : { 0.531155, 0.396712 }
UVî‘çÜ391 : { 0.531869, 0.383394 }
UVî‘çÜ392 : { 0.522656, 0.39728 }
UVî‘çÜ393 : { 0.64947, 0.389193 }
UVî‘çÜ394 : { 0.65977, 0.373873 }
UVî‘çÜ395 : { 0.637626, 0.382466 }
UVî‘çÜ396 : { 0.650876, 0.362132 }
UVî‘çÜ397 : { 0.637917, 0.361039 }
UVî‘çÜ398 : { 0.644453, 0.372428 }
UVî‘çÜ399 : { 0.655791, 0.349133 }
UVî‘çÜ400 : { 0.642005, 0.349148 }
UVî‘çÜ401 : { 0.650876, 0.362132 }
UVî‘çÜ402 : { 0.522611, 0.363274 }
UVî‘çÜ403 : { 0.529455, 0.363734 }
UVî‘çÜ404 : { 0.52254, 0.34349 }
UVî‘çÜ405 : { 0.574686, 0.466236 }
UVî‘çÜ406 : { 0.573628, 0.473645 }
UVî‘çÜ407 : { 0.612184, 0.452875 }
UVî‘çÜ408 : { 0.627258, 0.34882 }
UVî‘çÜ409 : { 0.642005, 0.349148 }
UVî‘çÜ410 : { 0.631145, 0.334119 }
UVî‘çÜ411 : { 0.644453, 0.372428 }
UVî‘çÜ412 : { 0.637917, 0.361039 }
UVî‘çÜ413 : { 0.633295, 0.370179 }
UVî‘çÜ414 : { 0.538761, 0.344287 }
UVî‘çÜ415 : { 0.531014, 0.335341 }
UVî‘çÜ416 : { 0.53065, 0.343888 }
UVî‘çÜ417 : { 0.612184, 0.452875 }
UVî‘çÜ418 : { 0.657155, 0.433343 }
UVî‘çÜ419 : { 0.645709, 0.418951 }
UVî‘çÜ420 : { 0.596512, 0.417817 }
UVî‘çÜ421 : { 0.623616, 0.402795 }
UVî‘çÜ422 : { 0.613231, 0.391283 }
UVî‘çÜ423 : { 0.612184, 0.452875 }
UVî‘çÜ424 : { 0.573628, 0.473645 }
UVî‘çÜ425 : { 0.613566, 0.460265 }
UVî‘çÜ426 : { 0.52254, 0.34349 }
UVî‘çÜ427 : { 0.529455, 0.363734 }
UVî‘çÜ428 : { 0.53065, 0.343888 }
UVî‘çÜ429 : { 0.635558, 0.409357 }
UVî‘çÜ430 : { 0.604783, 0.434103 }
UVî‘çÜ431 : { 0.645709, 0.418951 }
UVî‘çÜ432 : { 0.578372, 0.333323 }
UVî‘çÜ433 : { 0.581432, 0.318286 }
UVî‘çÜ434 : { 0.559327, 0.332606 }
UVî‘çÜ435 : { 0.613231, 0.391283 }
UVî‘çÜ436 : { 0.628127, 0.378128 }
UVî‘çÜ437 : { 0.619299, 0.375055 }
UVî‘çÜ438 : { 0.619299, 0.375055 }
UVî‘çÜ439 : { 0.633295, 0.370179 }
UVî‘çÜ440 : { 0.622332, 0.367928 }
UVî‘çÜ441 : { 0.645709, 0.418951 }
UVî‘çÜ442 : { 0.662726, 0.396582 }
UVî‘çÜ443 : { 0.635558, 0.409357 }
UVî‘çÜ444 : { 0.623616, 0.402795 }
UVî‘çÜ445 : { 0.637626, 0.382466 }
UVî‘çÜ446 : { 0.613231, 0.391283 }
UVî‘çÜ447 : { 0.522601, 0.464225 }
UVî‘çÜ448 : { 0.531615, 0.472889 }
UVî‘çÜ449 : { 0.532117, 0.464652 }
UVî‘çÜ450 : { 0.532722, 0.430818 }
UVî‘çÜ451 : { 0.531955, 0.420334 }
UVî‘çÜ452 : { 0.522654, 0.430996 }
UVî‘çÜ453 : { 0.542317, 0.475784 }
UVî‘çÜ454 : { 0.573628, 0.473645 }
UVî‘çÜ455 : { 0.544337, 0.46623 }
UVî‘çÜ456 : { 0.667374, 0.317536 }
UVî‘çÜ457 : { 0.650181, 0.318126 }
UVî‘çÜ458 : { 0.661521, 0.334134 }
UVî‘çÜ459 : { 0.522656, 0.39728 }
UVî‘çÜ460 : { 0.531869, 0.383394 }
UVî‘çÜ461 : { 0.522655, 0.383394 }
UVî‘çÜ462 : { 0.531603, 0.407937 }
UVî‘çÜ463 : { 0.531155, 0.396712 }
UVî‘çÜ464 : { 0.522634, 0.407619 }
UVî‘çÜ465 : { 0.624856, 0.360118 }
UVî‘çÜ466 : { 0.633295, 0.370179 }
UVî‘çÜ467 : { 0.637917, 0.361039 }
UVî‘çÜ468 : { 0.67541, 0.377369 }
UVî‘çÜ469 : { 0.64947, 0.389193 }
UVî‘çÜ470 : { 0.662726, 0.396582 }
UVî‘çÜ471 : { 0.568985, 0.429644 }
UVî‘çÜ472 : { 0.56582, 0.421542 }
UVî‘çÜ473 : { 0.543887, 0.430874 }
UVî‘çÜ474 : { 0.645709, 0.418951 }
UVî‘çÜ475 : { 0.604783, 0.434103 }
UVî‘çÜ476 : { 0.612184, 0.452875 }
UVî‘çÜ477 : { 0.67541, 0.377369 }
UVî‘çÜ478 : { 0.706048, 0.36996 }
UVî‘çÜ479 : { 0.684474, 0.360882 }
UVî‘çÜ480 : { 0.602243, 0.320381 }
UVî‘çÜ481 : { 0.615687, 0.33488 }
UVî‘çÜ482 : { 0.619622, 0.319491 }
UVî‘çÜ483 : { 0.627258, 0.34882 }
UVî‘çÜ484 : { 0.615687, 0.33488 }
UVî‘çÜ485 : { 0.611328, 0.349932 }
UVî‘çÜ486 : { 0.522634, 0.407619 }
UVî‘çÜ487 : { 0.531155, 0.396712 }
UVî‘çÜ488 : { 0.522656, 0.39728 }
UVî‘çÜ489 : { 0.545329, 0.314358 }
UVî‘çÜ490 : { 0.552455, 0.32238 }
UVî‘çÜ491 : { 0.560297, 0.314085 }
UVî‘çÜ492 : { 0.650876, 0.362132 }
UVî‘çÜ493 : { 0.642005, 0.349148 }
UVî‘çÜ494 : { 0.637917, 0.361039 }
UVî‘çÜ495 : { 0.627258, 0.34882 }
UVî‘çÜ496 : { 0.637917, 0.361039 }
UVî‘çÜ497 : { 0.642005, 0.349148 }
UVî‘çÜ498 : { 0.684474, 0.360882 }
UVî‘çÜ499 : { 0.67084, 0.34805 }
UVî‘çÜ500 : { 0.666158, 0.361545 }
UVî‘çÜ501 : { 0.706048, 0.36996 }
UVî‘çÜ502 : { 0.689001, 0.344537 }
UVî‘çÜ503 : { 0.684474, 0.360882 }
UVî‘çÜ504 : { 0.631145, 0.334119 }
UVî‘çÜ505 : { 0.645891, 0.334089 }
UVî‘çÜ506 : { 0.634944, 0.318881 }
UVî‘çÜ507 : { 0.655791, 0.349133 }
UVî‘çÜ508 : { 0.645891, 0.334089 }
UVî‘çÜ509 : { 0.642005, 0.349148 }
UVî‘çÜ510 : { 0.628127, 0.378128 }
UVî‘çÜ511 : { 0.644453, 0.372428 }
UVî‘çÜ512 : { 0.633295, 0.370179 }
UVî‘çÜ513 : { 0.67646, 0.33126 }
UVî‘çÜ514 : { 0.689001, 0.344537 }
UVî‘çÜ515 : { 0.696551, 0.325815 }
